"Year","Year_num","Location","Parameter","Time","Group","Manip1","Manip2","Metric","Value"
1978-01-01,1978,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.301
1979-01-01,1979,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.28
1980-01-01,1980,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.25
1981-01-01,1981,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.248
1982-01-01,1982,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.275
1983-01-01,1983,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.269
1984-01-01,1984,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.274
1985-01-01,1985,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.287
1986-01-01,1986,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.283
1987-01-01,1987,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.277
1988-01-01,1988,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.287
1989-01-01,1989,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.262
1990-01-01,1990,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.264
1991-01-01,1991,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.294
1992-01-01,1992,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.305
1993-01-01,1993,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.31
1994-01-01,1994,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.289
1995-01-01,1995,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.269
1996-01-01,1996,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.281
1997-01-01,1997,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.305
1998-01-01,1998,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.291
1999-01-01,1999,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.327
2000-01-01,2000,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.362
2001-01-01,2001,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.396
2002-01-01,2002,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.401
2003-01-01,2003,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.411
2004-01-01,2004,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.405
2005-01-01,2005,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.373
2006-01-01,2006,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.343
2007-01-01,2007,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.336
2008-01-01,2008,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.307
2009-01-01,2009,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.296
2010-01-01,2010,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.242
2011-01-01,2011,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.236
2012-01-01,2012,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.234
2013-01-01,2013,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.176
2014-01-01,2014,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.172
2015-01-01,2015,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.199
2016-01-01,2016,"Indonesia","CO2",1965,"0 0 3 0 0","Absolute","GDP","CO2_per_GDP",0.212
1965-01-01,1965,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.527
1966-01-01,1966,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.572
1967-01-01,1967,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.547
1968-01-01,1968,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.576
1969-01-01,1969,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.516
1970-01-01,1970,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.516
1971-01-01,1971,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.508
1972-01-01,1972,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.457
1973-01-01,1973,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.514
1974-01-01,1974,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.525
1975-01-01,1975,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.485
1976-01-01,1976,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.466
1977-01-01,1977,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.493
1978-01-01,1978,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.555
1979-01-01,1979,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.613
1980-01-01,1980,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.526
1981-01-01,1981,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.507
1982-01-01,1982,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.535
1983-01-01,1983,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.513
1984-01-01,1984,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.507
1985-01-01,1985,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.53
1986-01-01,1986,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.538
1987-01-01,1987,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.59
1988-01-01,1988,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.689
1989-01-01,1989,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.72
1990-01-01,1990,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.719
1991-01-01,1991,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.691
1992-01-01,1992,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.636
1993-01-01,1993,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.683
1994-01-01,1994,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.78
1995-01-01,1995,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.788
1996-01-01,1996,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.739
1997-01-01,1997,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.694
1998-01-01,1998,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.756
1999-01-01,1999,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.847
2000-01-01,2000,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.734
2001-01-01,2001,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.673
2002-01-01,2002,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.577
2003-01-01,2003,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.533
2004-01-01,2004,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.498
2005-01-01,2005,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.446
2006-01-01,2006,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.45
2007-01-01,2007,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.417
2008-01-01,2008,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.431
2009-01-01,2009,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.427
2010-01-01,2010,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.424
2011-01-01,2011,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.423
2012-01-01,2012,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.496
2013-01-01,2013,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.495
2014-01-01,2014,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.535
2015-01-01,2015,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.534
2016-01-01,2016,"Iran","CO2",1965,"1 0 0 0 5","Absolute","GDP","CO2_per_GDP",0.518
1965-01-01,1965,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.322
1966-01-01,1966,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.436
1967-01-01,1967,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.294
1968-01-01,1968,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.266
1969-01-01,1969,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.294
1970-01-01,1970,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.31
1971-01-01,1971,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.354
1972-01-01,1972,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.314
1973-01-01,1973,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.269
1974-01-01,1974,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.227
1975-01-01,1975,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.206
1976-01-01,1976,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.263
1977-01-01,1977,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.291
1978-01-01,1978,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.241
1979-01-01,1979,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.238
1980-01-01,1980,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.196
1981-01-01,1981,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.147
1982-01-01,1982,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.145
1983-01-01,1983,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.213
1984-01-01,1984,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.225
1985-01-01,1985,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.247
1986-01-01,1986,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.264
1987-01-01,1987,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.285
1988-01-01,1988,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.457
1989-01-01,1989,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.547
1990-01-01,1990,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.374
1991-01-01,1991,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.909
1992-01-01,1992,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.895
1993-01-01,1993,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.947
1994-01-01,1994,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.129
1995-01-01,1995,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.277
1996-01-01,1996,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.073
1997-01-01,1997,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.583
1998-01-01,1998,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.491
1999-01-01,1999,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.292
2000-01-01,2000,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.932
2001-01-01,2001,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.92
2002-01-01,2002,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.871
2003-01-01,2003,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",1.178
2004-01-01,2004,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.963
2005-01-01,2005,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.876
2006-01-01,2006,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.659
2007-01-01,2007,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.351
2008-01-01,2008,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.431
2009-01-01,2009,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.417
2010-01-01,2010,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.368
2011-01-01,2011,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.356
2012-01-01,2012,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.36
2013-01-01,2013,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.35
2014-01-01,2014,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.35
2015-01-01,2015,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.335
2016-01-01,2016,"Iraq","CO2",1965,"1 0 0 0 0","Absolute","GDP","CO2_per_GDP",0.357
1965-01-01,1965,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.69
1966-01-01,1966,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.737
1967-01-01,1967,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.743
1968-01-01,1968,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.75
1969-01-01,1969,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.748
1970-01-01,1970,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.765
1971-01-01,1971,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.865
1972-01-01,1972,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.787
1973-01-01,1973,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.787
1974-01-01,1974,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.805
1975-01-01,1975,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.699
1976-01-01,1976,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.684
1977-01-01,1977,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.646
1978-01-01,1978,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.595
1979-01-01,1979,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.668
1980-01-01,1980,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.626
1981-01-01,1981,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.611
1982-01-01,1982,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.583
1983-01-01,1983,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.591
1984-01-01,1984,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.57
1985-01-01,1985,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.587
1986-01-01,1986,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.604
1987-01-01,1987,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.602
1988-01-01,1988,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.556
1989-01-01,1989,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.516
1990-01-01,1990,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.533
1991-01-01,1991,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.523
1992-01-01,1992,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.498
1993-01-01,1993,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.472
1994-01-01,1994,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.454
1995-01-01,1995,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.411
1996-01-01,1996,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.404
1997-01-01,1997,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.366
1998-01-01,1998,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.339
1999-01-01,1999,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.324
2000-01-01,2000,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.304
2001-01-01,2001,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.296
2002-01-01,2002,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.253
2003-01-01,2003,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.237
2004-01-01,2004,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.222
2005-01-01,2005,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.217
2006-01-01,2006,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.207
2007-01-01,2007,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.194
2008-01-01,2008,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.214
2009-01-01,2009,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.193
2010-01-01,2010,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.187
2011-01-01,2011,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.17
2012-01-01,2012,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.174
2013-01-01,2013,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.168
2014-01-01,2014,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.154
2015-01-01,2015,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.155
2016-01-01,2016,"Ireland","CO2",1965,"0 2 0 0 0","Absolute","GDP","CO2_per_GDP",0.153
1965-01-01,1965,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.391
1966-01-01,1966,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.415
1967-01-01,1967,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.418
1968-01-01,1968,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.406
1969-01-01,1969,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.41
1970-01-01,1970,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.437
1971-01-01,1971,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.446
1972-01-01,1972,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.451
1973-01-01,1973,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.452
1974-01-01,1974,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.434
1975-01-01,1975,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.417
1976-01-01,1976,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.41
1977-01-01,1977,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.377
1978-01-01,1978,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.373
1979-01-01,1979,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.357
1980-01-01,1980,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.336
1981-01-01,1981,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.332
1982-01-01,1982,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.328
1983-01-01,1983,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.323
1984-01-01,1984,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.328
1985-01-01,1985,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.327
1986-01-01,1986,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.303
1987-01-01,1987,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.302
1988-01-01,1988,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.295
1989-01-01,1989,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.298
1990-01-01,1990,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.308
1991-01-01,1991,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.298
1992-01-01,1992,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.292
1993-01-01,1993,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.287
1994-01-01,1994,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.276
1995-01-01,1995,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.28
1996-01-01,1996,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.273
1997-01-01,1997,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.267
1998-01-01,1998,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.258
1999-01-01,1999,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.255
2000-01-01,2000,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.248
2001-01-01,2001,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.242
2002-01-01,2002,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.253
2003-01-01,2003,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.266
2004-01-01,2004,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.267
2005-01-01,2005,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.262
2006-01-01,2006,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.25
2007-01-01,2007,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.233
2008-01-01,2008,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.226
2009-01-01,2009,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.205
2010-01-01,2010,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.212
2011-01-01,2011,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.202
2012-01-01,2012,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.192
2013-01-01,2013,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.177
2014-01-01,2014,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.166
2015-01-01,2015,"Italy","CO2",1965,"0 2 0 0 5","Absolute","GDP","CO2_per_GDP",0.171
